sample_id,vOTU_id,phageID,phageLen,linear_or_circular,integrase,virsorter_category,cat_taxonomy,img_vr_cluster,assigned_family
SAMP_yahara2021_Sample1,vOTU_yahara2021_00290,VIRSorter_contig_127_pilon_gene_3_gene_12-6895-15877-cat_5,8982,l,NA,5,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00291,VIRSorter_contig_635_pilon_gene_582_gene_791-400669-543572-cat_5,142903,l,NA,5,Bacteria (superkingdom): 1.00,VIRSorter_contig_635_pilon_gene_582_gene_791-400669-543572-cat_5;7000000462_____C2765007;7000000550_____C3690916;7000000550_____C3690166;7000000292_____C2069254,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00292,VIRSorter_contig_4492_pilon_gene_2_gene_12-2676-10425-cat_5,7749,l,NA,5,Terrabacteria group (no rank): 0.82,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00293,VIRSorter_contig_1184_pilon_gene_182_gene_198-171851-187372-cat_5,15521,l,NA,5,Prevotellaceae (family): 0.94,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00294,VIRSorter_contig_2187_pilon_gene_1321_gene_1393-896449-950065-cat_5,53616,l,NA,5,Firmicutes (phylum): 0.66,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00295,VIRSorter_contig_357_pilon_gene_962_gene_1097-761702-855879-cat_5,94177,l,NA,5,Tannerella (genus): 0.92,VIRSorter_contig_357_pilon_gene_962_gene_1097-761702-855879-cat_5;3300008639_____Ga0115685_1002321;3300008734_____Ga0113998_102404;3300007531_____Ga0105502_1002812;3300008734_____Ga0113998_102507;3300008420_____Ga0115228_101645;7000000462_____C2764025;7000000745_____SRS015434_WUGC_scaffold_46803;7000000681_____SRS018439_Baylor_scaffold_2222;3300014554_____Ga0134345_101634;7000000240_____C3671923;3300011981_____Ga0119778_1004946,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00296,VIRSorter_contig_897_pilon-cat_2,39413,l,NA,2,Veillonella (genus): 0.94,VIRSorter_contig_897_pilon-cat_2;3300008537_____Ga0111051_100734;7000000194_____SRS022077_Baylor_scaffold_32401;7000000393_____SRS019327_WUGC_scaffold_29301;7000000462_____SRS012279_Baylor_scaffold_36528;3300008279_____Ga0114263_1000685;7000000041_____SRS013705_Baylor_scaffold_103200;3300008589_____Ga0111083_101319;VIRSorter_contig_1839_pilon_gene_10_gene_109-6564-60729-cat_4;7000000367_____SRS048791_LANL_scaffold_58043,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00297,VIRSorter_contig_4467_pilon-cat_2,48075,l,NA,2,Veillonella (genus): 0.58,VIRSorter_contig_4467_pilon-cat_2;7000000553_____C2408253;7000000197_____C3921313;7000000130_____C2347555;7000000283_____SRS011086_Baylor_scaffold_32939;7000000553_____C2407863;7000000197_____SRS017808_Baylor_scaffold_60063;3300007300_____Ga0104843_104019;3300008138_____Ga0114843_104306,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00298,VIRSorter_contig_2808_pilon_gene_3_gene_16-1527-9327-cat_5,7800,l,NA,5,Bacteria (superkingdom): 0.97,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00299,VIRSorter_contig_4008_pilon-cat_1,40678,l,NA,1,Firmicutes (phylum): 0.59,VIRSorter_contig_4008_pilon-cat_1;7000000025_____SRS023617_Baylor_scaffold_73697;3300006678_____Ga0100058_103380;7000000369_____SRS047100_WUGC_scaffold_32568;3300007315_____Ga0104930_103616,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00300,VIRSorter_contig_338_pilon_gene_80_gene_93-72060-80293-cat_5,8233,l,NA,5,Terrabacteria group (no rank): 0.52,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00301,VIRSorter_contig_217_pilon_gene_12_gene_111-7881-67605-cat_4,59724,l,NA,4,Candidatus Saccharimonas sp. (species): 0.58,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00302,VIRSorter_contig_4181_pilon_gene_2_gene_14-585-9544-cat_5,8959,l,NA,5,Streptococcus (genus): 0.80,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00303,VIRSorter_contig_420_pilon_gene_1_gene_80-510-39448-cat_5,38938,l,NA,5,Bacteria (superkingdom): 0.59,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00304,VIRSorter_contig_245_pilon_gene_19_gene_85-14824-55119-cat_5,40295,l,NA,5,Candidatus Saccharimonas sp. (species): 0.61,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00305,VIRSorter_contig_1351_pilon_gene_1_gene_64-95-42742-cat_4,42647,l,NA,4,Streptococcus (genus): 0.55,VIRSorter_contig_1351_pilon_gene_1_gene_64-95-42742-cat_4;7000000056_____C892956;3300008413_____Ga0115229_100295;7000000530_____SRS019391_WUGC_scaffold_2804;7000000682_____SRS019587_WUGC_scaffold_9641,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00306,VIRSorter_contig_426_pilon_gene_1177_gene_1246-885172-927429-cat_5,42257,l,NA,5,Actinomycetaceae (family): 0.89,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00307,VIRSorter_contig_1841_pilon-cat_2,4020,l,NA,2,Prevotella shahii (species): 0.56,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00308,VIRSorter_contig_4752_pilon-cat_2,6491,l,NA,2,Streptococcus (genus): 0.55,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00309,VIRSorter_contig_793_pilon_gene_75_gene_300-58527-321752-cat_5,263225,l,no,5,Patescibacteria group (Candidatus Gracilibacteria bacterium) (species): 0.62,VIRSorter_contig_793_pilon_gene_75_gene_300-58527-321752-cat_5;7000000377_____SRS053584_LANL_scaffold_46869;7000000288_____SRS024087_LANL_scaffold_41588;3300008406_____Ga0115224_1001382;3300008742_____Ga0115672_101786;7000000716_____SRS044662_LANL_scaffold_35509,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00310,VIRSorter_contig_2332_pilon-cat_1,38250,l,NA,1,Neisseria (genus): 0.52,VIRSorter_contig_2332_pilon-cat_1;3300008279_____Ga0114263_1000356;3300007979_____Ga0114002_100896;7000000402_____SRS024580_LANL_scaffold_29007;7000000565_____SRS052227_LANL_scaffold_40661;3300006319_____Ga0099581_102088;7000000600_____SRS016002_WUGC_scaffold_50659;3300008503_____Ga0111013_102149;7000000556_____SRS057205_LANL_scaffold_54404;3300007659_____Ga0105537_101381;7000000293_____SRS023352_LANL_scaffold_71445;7000000374_____SRS016342_Baylor_scaffold_5528,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00311,VIRSorter_contig_3344_pilon_gene_351_gene_517-314771-456556-cat_5,141785,l,NA,5,Porphyromonas endodontalis (species): 0.75,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00312,VIRSorter_contig_47_pilon_gene_2323_gene_2520-1400068-1553172-cat_5,153104,l,NA,5,Capnocytophaga (genus): 0.86,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00313,VIRSorter_contig_3884_pilon_gene_22_gene_78-14720-60629-cat_5,45859,l,NA,5,Alloprevotella sp. (species): 0.77,VIRSorter_contig_3884_pilon_gene_22_gene_78-14720-60629-cat_5;7000000326_____C2868310;3300007803_____Ga0105780_101796,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00314,VIRSorter_contig_2254_pilon_gene_23_gene_32-15653-20643-cat_5,4990,l,NA,5,Streptococcus (genus): 0.65,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00315,VIRSorter_contig_175_pilon_gene_120_gene_140-90088-102341-cat_4,12253,l,NA,4,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00316,VIRSorter_contig_939_pilon_gene_52_gene_160-36696-108590-cat_5,71894,l,NA,5,Selenomonadaceae (family): 0.96,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00317,VIRSorter_contig_4149_pilon_gene_34_gene_144-36095-125145-cat_5,89050,l,NA,5,Bacteria (superkingdom): 0.99,VIRSorter_contig_4149_pilon_gene_34_gene_144-36095-125145-cat_5;2124908010_____kg300_3253129,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00318,VIRSorter_contig_1504_pilon_gene_1181_gene_1298-761542-836036-cat_5,74494,l,NA,5,Proteobacteria (phylum): 0.90,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00319,VIRSorter_contig_4018_pilon_gene_10_gene_109-6826-82450-cat_4,75624,l,NA,4,Streptococcus sp. (species): 0.82,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00320,VIRSorter_contig_424_pilon_gene_112_gene_122-85140-90554-cat_5,5414,l,NA,5,Bacteria (superkingdom): 0.99,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00321,VIRSorter_contig_2677_pilon_gene_78_gene_96-59344-69914-cat_5,10570,l,NA,5,Bacteria (superkingdom): 1.00,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00322,VIRSorter_contig_454_pilon_gene_5_gene_21-2380-14837-cat_4,12457,l,NA,4,Neisseria (genus): 0.85,VIRSorter_contig_454_pilon_gene_5_gene_21-2380-14837-cat_4;3300007300_____Ga0104843_100594;7000000565_____SRS052227_LANL_scaffold_52071;3300007128_____Ga0102725_100249;3300006462_____Ga0100062_100509;3300008279_____Ga0114263_1000374;7000000028_____SRS024138_Baylor_scaffold_47609;7000000298_____SRS016569_Baylor_scaffold_22999;REF:Betaproteobacteria_gi_260590258-28330-68074;7000000432_____SRS063193_LANL_scaffold_50428;3300008133_____Ga0111365_100329;7000000508_____SRS018739_WUGC_scaffold_9274;3300014090_____Ga0134343_100021;3300008734_____Ga0113998_101038;3300007648_____Ga0105531_100596;3300007220_____Ga0104054_101074;7000000342_____SRS021954_Baylor_scaffold_39623;7000000224_____SRS014573_WUGC_scaffold_29424;3300008091_____Ga0105975_100363;3300006256_____Ga0099352_1000585;7000000604_____SRS019894_WUGC_scaffold_55041;3300008534_____Ga0111050_100284;3300008138_____Ga0114843_100572;7000000139_____SRS013502_Baylor_scaffold_14846;7000000207_____SRS011243_Baylor_scaffold_27984;3300008406_____Ga0115224_1000747;3300006260_____Ga0099518_100387;7000000292_____SRS023958_Baylor_scaffold_28785;3300006251_____Ga0099392_100121;3300007318_____Ga0104925_100446;7000000194_____SRS022077_Baylor_scaffold_42987;7000000125_____SRS015941_WUGC_scaffold_25345;3300006524_____Ga0101033_101321;3300008136_____Ga0113979_101046;3300008283_____Ga0110914_100470;7000000039_____SRS013164_Baylor_scaffold_37454;3300014024_____Ga0119801_100401;3300011891_____Ga0119803_100034;3300007968_____Ga0105969_100295;3300013751_____Ga0119802_1001164;3300006254_____Ga0099365_1000054;7000000576_____SRS022621_Baylor_scaffold_25794;7000000195_____SRS017209_Baylor_scaffold_36138;7000000737_____SRS050669_LANL_scaffold_68742;3300007295_____Ga0104867_1000383;3300007979_____Ga0114002_101037;7000000511_____SRS018591_WUGC_scaffold_25959;7000000367_____SRS048791_LANL_scaffold_55914;3300007662_____Ga0105539_100162;7000000392_____SRS023557_Baylor_scaffold_26561;3300011986_____Ga0119795_1001452;3300008660_____Ga0111492_100098;7000000203_____SRS024441_LANL_scaffold_21970;7000000354_____SRS015985_WUGC_scaffold_31738;7000000502_____SRS019389_WUGC_scaffold_1268;3300008278_____Ga0114262_101550;3300006328_____Ga0099580_101549;3300008715_____Ga0115609_1002370;7000000503_____SRS053603_LANL_scaffold_86721;7000000741_____C3571143;7000000541_____SRS044486_WUGC_scaffold_1024;3300008080_____Ga0105957_101998;3300014137_____Ga0134350_1000911;3300014085_____Ga0134341_100089;3300007065_____Ga0102727_100776;3300007800_____Ga0105779_102148;7000000671_____C4711637;3300007287_____Ga0104873_101474;2124908013_____t300_5541402;7000000295_____C2959176;3300006259_____Ga0099458_103759,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00323,VIRSorter_contig_575_pilon-cat_2,152739,l,NA,2,Veillonella (genus): 0.77,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00324,VIRSorter_contig_636_pilon_gene_1_gene_199-1640-175413-cat_5,173773,l,NA,5,Candidatus Gracilibacteria bacterium (species): 0.64,VIRSorter_contig_636_pilon_gene_1_gene_199-1640-175413-cat_5;7000000110_____SRS011098_Baylor_scaffold_50261;7000000110_____C1908913;7000000518_____C3705000;7000000518_____C3704596,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00325,VIRSorter_contig_2663_pilon_gene_35_gene_180-25519-115219-cat_5,89700,l,NA,5,Selenomonas (genus): 0.58,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00326,VIRSorter_contig_759_pilon_gene_45_gene_191-30055-116796-cat_5,86741,l,NA,5,Veillonella (genus): 0.92,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00327,VIRSorter_contig_433_pilon_gene_78_gene_134-65260-103861-cat_4,38601,l,NA,4,Terrabacteria group (no rank): 0.50,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00328,VIRSorter_contig_880_pilon_gene_463_gene_569-312838-376685-cat_5,63847,l,NA,5,Candidatus Saccharimonas sp. (species): 0.66,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00329,VIRSorter_contig_1038_pilon_gene_1_gene_100-0-69531-cat_4,69531,l,NA,4,Bacilli (class): 0.94,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00330,VIRSorter_contig_2956_pilon_gene_153_gene_275-120335-213991-cat_5,93656,l,NA,5,Firmicutes (phylum): 0.56,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00331,VIRSorter_contig_944_pilon-circular_gene_608_gene_674-438904-482130-cat_5,43226,c,NA,5,Campylobacter (genus): 0.95,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00332,VIRSorter_contig_996_pilon_gene_33_gene_74-20071-57246-cat_5,37175,l,NA,5,Oribacterium (genus): 0.86,VIRSorter_contig_996_pilon_gene_33_gene_74-20071-57246-cat_5;7000000286_____SRS024081_LANL_scaffold_59130,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00333,VIRSorter_contig_324_pilon_gene_1001_gene_1250-751674-967332-cat_5,215658,l,yes,5,Treponema (genus): 0.93,VIRSorter_contig_324_pilon_gene_1001_gene_1250-751674-967332-cat_5;7000000041_____C3930604;3300006566_____Ga0100365_1004333;7000000260_____SRS016331_WUGC_scaffold_14928;3300008275_____Ga0114253_1004013,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00334,VIRSorter_contig_4495_pilon-cat_2,98644,l,NA,2,Fusobacterium (genus): 0.90,VIRSorter_contig_4495_pilon-cat_2;3300008575_____Ga0111079_103321;3300008436_____Ga0115418_101648;3300008436_____Ga0115418_101984,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00335,VIRSorter_contig_2784_pilon-cat_2,29651,l,NA,2,Granulicatella sp. HMSC30F09 (species): 0.52,VIRSorter_contig_2784_pilon-cat_2;7000000727_____SRS014470_WUGC_scaffold_48080;3300006259_____Ga0099458_102985;3300008154_____Ga0114321_1003765;3300008147_____Ga0114367_103496;7000000681_____C2420527;3300008420_____Ga0115228_103688,"Podoviridae,Podoviridae"
SAMP_yahara2021_Sample1,vOTU_yahara2021_00336,VIRSorter_contig_1010_pilon_gene_1_gene_106-0-70028-cat_5,70028,l,NA,5,Candidatus Saccharimonas sp. (species): 0.76,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00337,VIRSorter_contig_1302_pilon-cat_2,170139,l,NA,2,Clostridiales (order): 0.83,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00338,VIRSorter_contig_4547_pilon_gene_1_gene_98-1219-80629-cat_5,79410,l,NA,5,Selenomonadaceae (family): 0.96,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00339,VIRSorter_contig_4106_pilon_gene_6_gene_19-9030-14356-cat_5,5326,l,NA,5,Streptococcus (genus): 0.58,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00340,VIRSorter_contig_1898_pilon_gene_1_gene_24-609-22962-cat_5,22353,l,NA,5,Bacteria (superkingdom): 0.99,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00341,VIRSorter_contig_159_pilon_gene_1_gene_303-366-154290-cat_5,153924,l,NA,5,Bacteria (superkingdom): 0.52,VIRSorter_contig_159_pilon_gene_1_gene_303-366-154290-cat_5;3300008420_____Ga0115228_100152;3300006259_____Ga0099458_100430;7000000681_____SRS018439_Baylor_scaffold_60883;7000000039_____SRS013164_Baylor_scaffold_56472;3300006259_____Ga0099458_100738;7000000061_____SRS014888_WUGC_scaffold_24184;7000000028_____C2768449;3300008420_____Ga0115228_100811;7000000061_____SRS014888_WUGC_scaffold_35817;3300006459_____Ga0100222_101036;3300007297_____Ga0104793_101907;7000000052_____SRS042643_WUGC_scaffold_57580;7000000295_____C2960442;7000000462_____SRS012279_Baylor_scaffold_23806;7000000600_____SRS016002_WUGC_scaffold_56730;7000000462_____SRS012279_Baylor_scaffold_58488;7000000292_____SRS023958_Baylor_scaffold_21673;3300006259_____Ga0099458_101502;7000000292_____SRS023958_Baylor_scaffold_44587;7000000139_____C2201926;7000000556_____C3561881;7000000462_____SRS012279_Baylor_scaffold_52989;3300006251_____Ga0099392_101511;7000000295_____C2959978;7000000052_____SRS042643_WUGC_scaffold_62636;3300006259_____Ga0099458_102358;7000000462_____SRS012279_Baylor_scaffold_40175;7000000061_____SRS014888_WUGC_scaffold_35505;7000000556_____C3561299;7000000295_____SRS019219_WUGC_scaffold_74320;3300006259_____Ga0099458_102772;7000000292_____SRS023958_Baylor_scaffold_31185;7000000600_____C2645931;7000000292_____SRS023958_Baylor_scaffold_38910;7000000061_____SRS014888_WUGC_scaffold_35470;7000000295_____C2958766;3300008734_____Ga0113998_105279;VIRSorter_contig_159_pilon_gene_206_gene_371-105596-192279-cat_6;7000000462_____SRS012279_Baylor_scaffold_54646;7000000389_____SRS017439_Baylor_scaffold_22315;3300006259_____Ga0099458_103231;3300008276_____Ga0114259_1002081,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00342,VIRSorter_contig_462_pilon_gene_1100_gene_1245-803329-880352-cat_5,77023,l,NA,5,Bacilli (class): 0.92,VIRSorter_contig_462_pilon_gene_1079_gene_1203-790336-858366-cat_5;3300008334_____Ga0115372_1001543;3300008643_____Ga0111423_100684;3300008302_____Ga0114874_101110;VIRSorter_contig_462_pilon_gene_1100_gene_1245-803329-880352-cat_5;VIRSorter_contig_1972_pilon_gene_39_gene_117-34585-78283-cat_5;3300008500_____Ga0115080_100515;3300007497_____Ga0104979_100375;7000000404_____C4395515;3300008302_____Ga0114874_101053,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00343,VIRSorter_contig_622_pilon_gene_1440_gene_1541-958197-1026281-cat_5,68084,l,NA,5,Selenomonadaceae (family): 0.96,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00344,VIRSorter_contig_378_pilon_gene_190_gene_315-121895-214785-cat_5,92890,l,NA,5,Capnocytophaga (genus): 0.86,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00345,VIRSorter_contig_81_pilon-cat_2,32565,l,NA,2,Actinobacteria (class): 0.57,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00346,VIRSorter_contig_1458_pilon_gene_1_gene_33-127-21519-cat_5,21392,l,NA,5,Clostridiales Family XIII. Incertae Sedis (family): 0.73,VIRSorter_contig_1458_pilon_gene_1_gene_33-127-21519-cat_5;3300008503_____Ga0111013_101220;7000000374_____SRS016342_Baylor_scaffold_73903;7000000148_____C2758382;3300008493_____Ga0111009_1004698;7000000513_____C2495653,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00347,VIRSorter_contig_4018_pilon_gene_37_gene_136-28455-106051-cat_4,77596,l,NA,4,Streptococcus sp. (species): 0.82,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00348,VIRSorter_contig_370_pilon_gene_75_gene_187-42968-102127-cat_5,59159,l,NA,5,Proteobacteria (phylum): 0.51,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00349,VIRSorter_contig_2759_pilon-cat_2,61664,l,NA,2,Veillonella (genus): 0.96,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00350,VIRSorter_contig_910_pilon-cat_2,11393,l,NA,2,Streptococcus (genus): 0.92,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00351,VIRSorter_contig_1547_pilon_gene_9_gene_33-8823-23646-cat_5,14823,l,NA,5,Streptococcus (genus): 0.53,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00352,VIRSorter_contig_1553_pilon_gene_1476_gene_1616-878919-953762-cat_5,74843,l,NA,5,Gammaproteobacteria (class): 0.54,NA,"Siphoviridae,Siphoviridae"
SAMP_yahara2021_Sample1,vOTU_yahara2021_00353,VIRSorter_contig_1399_pilon_gene_10_gene_142-8696-95498-cat_5,86802,l,NA,5,Veillonella (genus): 0.94,VIRSorter_contig_1399_pilon_gene_10_gene_142-8696-95498-cat_5;7000000710_____SRS023930_Baylor_scaffold_6124,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00354,VIRSorter_contig_634_pilon_gene_89_gene_195-49703-116746-cat_5,67043,l,NA,5,Veillonella (genus): 0.83,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00355,VIRSorter_contig_2535_pilon-cat_2,15861,l,NA,2,NA,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00356,VIRSorter_contig_2978_pilon_gene_1_gene_37-9-20547-cat_4,20538,l,NA,4,Bacteria (superkingdom): 0.56,VIRSorter_contig_2978_pilon_gene_1_gene_37-9-20547-cat_4;7000000233_____SRS018573_WUGC_scaffold_8461,"Podoviridae,Podoviridae"
SAMP_yahara2021_Sample1,vOTU_yahara2021_00357,VIRSorter_contig_944_pilon-circular_gene_966_gene_1107-669870-755559-cat_5,85689,c,NA,5,Campylobacter (genus): 0.95,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00358,VIRSorter_contig_1772_pilon_gene_180_gene_380-107310-228517-cat_5,121207,l,NA,5,Terrabacteria group (no rank): 0.81,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00359,VIRSorter_contig_3641_pilon_gene_386_gene_408-355299-369598-cat_5,14299,l,NA,5,Prevotellaceae (family): 0.89,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00360,VIRSorter_contig_439_pilon_gene_220_gene_253-139952-163250-cat_5,23298,l,NA,5,Selenomonas (genus): 0.59,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00361,VIRSorter_contig_498_pilon_gene_41_gene_87-28613-63105-cat_5,34492,l,NA,5,Mogibacterium (genus): 0.92,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00362,VIRSorter_contig_1243_pilon-cat_2,58311,l,NA,2,Selenomonadaceae (family): 0.95,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00363,VIRSorter_contig_1221_pilon-cat_2,7072,l,NA,2,Neisseria (genus): 1.00,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00364,VIRSorter_contig_499_pilon_gene_897_gene_996-756969-829860-cat_4,72891,l,NA,4,Campylobacter (genus): 0.91,VIRSorter_contig_499_pilon_gene_897_gene_996-756969-829860-cat_4;7000000710_____C2194624;VIRSorter_contig_499_pilon_gene_892_gene_996-754332-829860-cat_5,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00365,VIRSorter_contig_950_pilon_gene_1_gene_23-1014-21629-cat_5,20615,l,NA,5,Prevotellaceae (family): 0.64,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00366,VIRSorter_contig_1010_pilon_gene_162_gene_203-99928-131272-cat_5,31344,l,NA,5,Candidatus Saccharimonas sp. (species): 0.76,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00367,VIRSorter_contig_292_pilon_gene_1585_gene_1679-943660-1004656-cat_5,60996,l,NA,5,Capnocytophaga (genus): 0.88,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00368,VIRSorter_contig_3549_pilon_gene_229_gene_328-159443-219321-cat_4,59878,l,NA,4,Terrabacteria group (no rank): 0.82,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00369,VIRSorter_contig_184_pilon_gene_3382_gene_3436-3343207-3380034-cat_5,36827,l,NA,5,Prevotella (genus): 0.92,VIRSorter_contig_184_pilon_gene_3382_gene_3436-3343207-3380034-cat_5;3300007335_____Ga0104969_1001189;3300006566_____Ga0100365_1002613;7000000556_____C3561865;VIRSorter_contig_184_pilon_gene_3337_gene_3436-3303685-3380034-cat_5,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00370,VIRSorter_contig_1756_pilon-cat_2,15435,l,NA,2,Veillonella (genus): 1.00,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00371,VIRSorter_contig_1932_pilon_gene_2_gene_101-3065-88542-cat_4,85477,l,NA,4,Veillonella (genus): 0.92,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00372,VIRSorter_contig_377_pilon_gene_136_gene_150-106494-114111-cat_5,7617,l,NA,5,Bacteria (superkingdom): 0.96,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00373,VIRSorter_contig_1879_pilon_gene_60_gene_197-39950-131028-cat_5,91078,l,NA,5,Capnocytophaga (genus): 0.59,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00374,VIRSorter_contig_47_pilon_gene_543_gene_650-344914-411074-cat_5,66160,l,NA,5,Capnocytophaga (genus): 0.86,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00375,VIRSorter_contig_292_pilon_gene_129_gene_325-72399-184969-cat_5,112570,l,NA,5,Capnocytophaga (genus): 0.88,VIRSorter_contig_292_pilon_gene_129_gene_325-72399-184969-cat_5;3300007295_____Ga0104867_1003487;3300008161_____Ga0110913_1003922;7000000676_____SRS018665_WUGC_scaffold_55950;3300008089_____Ga0104978_1004269;VIRSorter_contig_292_pilon_gene_129_gene_220-72399-122322-cat_5,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00376,VIRSorter_contig_3609_pilon_gene_17_gene_87-14431-53679-cat_5,39248,l,NA,5,Candidatus Saccharimonas sp. (species): 0.60,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00377,VIRSorter_contig_977_pilon_gene_1516_gene_1533-1226471-1239267-cat_5,12796,l,NA,5,Selenomonas (genus): 0.82,NA,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00378,VIRSorter_contig_54_pilon_gene_485_gene_561-364650-404150-cat_5,39500,l,NA,5,Pasteurellaceae (family): 0.65,VIRSorter_contig_54_pilon_gene_485_gene_561-364650-404150-cat_5;7000000687_____SRS053854_LANL_scaffold_26794,NA
SAMP_yahara2021_Sample1,vOTU_yahara2021_00379,VIRSorter_contig_499_pilon_gene_2_gene_108-1558-90866-cat_5,89308,l,NA,5,Campylobacter (genus): 0.91,VIRSorter_contig_499_pilon_gene_2_gene_108-1558-90866-cat_5;3300008730_____Ga0113886_1001540;7000000511_____SRS018591_WUGC_scaffold_45141;7000000394_____SRS019607_WUGC_scaffold_55355;7000000742_____SRS015044_WUGC_scaffold_49788,NA
